kodepemda,namapemda,idperiode,kodebidang,uraibidang,kodeprogram,uraiprogram,kodekegiatan,uraikegiatan,kodesubkegiatan,uraisubkegiatan,kodeskpd,uraiskpd,kodesubkegiatan_indikator,uraisubkegiatan_indikator,satuan,kinerja,volume_awal,volume_0,volume_1,volume_2,volume_3,volume_4,volume_5,volume_6,volume_7,pagu_awal,pagu1,pagu2,pagu3,pagu4,pagu5,pagu6,pagu7
3403,KAB. GUNUNGKIDUL,20252029,1.02,URUSAN PEMERINTAHAN BIDANG KESEHATAN,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,1.02.02.2.02.0032,Operasional Pelayanan Rumah Sakit ,1.02.0.00.0.00.01.0032,RSUD Saptosari,653569,Jumlah Dokumen Operasional Pelayanan Rumah Sakit,Dokumen,Tersedianya Operasional Pelayanan Rumah Sakit,81,81,81.01,81.02,81.03,81.04,81.05,,,,177582000.0,184666931.0,184666931.0,184666931.0,184666931.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.02,URUSAN PEMERINTAHAN BIDANG KESEHATAN,1.02.02,PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT,1.02.02.2.02,Penyediaan Layanan Kesehatan untuk UKM dan UKP Rujukan Tingkat Daerah Kabupaten/Kota,1.02.02.2.02.0034,Operasional Pelayanan Fasilitas Kesehatan Lainnya,1.02.0.00.0.00.01.0033,UPT Laboratorium Kesehatan,639485,Jumlah Dokumen Operasional Pelayanan Fasilitas Kesehatan Lainnya,Dokumen,Tersedianya Operasional Pelayanan Fasilitas Kesehatan Lainnya,11,5,30,30,30,30,30,,,,456580000.0,475345438.0,480641766.0,494361995.0,496439434.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.09,PROGRAM PENATAAN BANGUNAN DAN LINGKUNGANNYA,1.03.09.2.01,Penyelenggaraan Penataan Bangunan dan Lingkungannya di Daerah Kabupaten/Kota,1.03.09.2.01.0010,Penyusunan Rencana dan Teknis  Penataan Bangunan dan Lingkungan di Kawasan Strategis Daerah Kabupaten/Kota,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),496661,Jumlah Dokumen Rencana dan Teknis  Penataan Bangunan dan Lingkungan yang Disusun di Kawasan Strategis Daerah Kabupaten/Kota,Dokumen,Tersusunnya Rencana dan Teknis  Penataan Bangunan dan Lingkungan di Kawasan Strategis Daerah Kabupaten/Kota,1,1,1,2,2,2,2,,,,210000000.0,265000000.0,275000000.0,300000000.0,300000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.09,PROGRAM PENATAAN BANGUNAN DAN LINGKUNGANNYA,1.03.09.2.01,Penyelenggaraan Penataan Bangunan dan Lingkungannya di Daerah Kabupaten/Kota,1.03.09.2.01.0012,Pembinaan dan pengawasan penataan bangunan dan lingkungan,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),496675,Jumlah penyelenggara bangunan gedung yang mendapatkan pembinaan dan pengawasan penataan bangunan dan lingkungan,Orang,Terlaksananya Pembinaan dan pengawasan penataan dan lingkungan,0,0,0,1,1,1,1,,,,0.0,50000000.0,50000000.0,125000000.0,125000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.01,Penetapan Rencana Tata Ruang Wilayah (RTRW) dan Rencana Rinci Tata Ruang (RRTR) Kabupaten/Kota,1.03.12.2.01.0006,Pelaksanaan Persetujuan Substansi RDTR Kabupaten/Kota,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),447121,Jumlah dokumen administrasi persetujuan substansi RDTR Kabupaten/Kota,Dokumen,Terpenuhinya dokumen administrasi dan penyempurnaan dokumen hasil evaluasi dan masukan pada forum lintas sektor dalam rangka penerbitan persetujuan substansi,1,,1,0,0,0,0,,,,76750000.0,0.0,0.0,0.0,0.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.01,Penetapan Rencana Tata Ruang Wilayah (RTRW) dan Rencana Rinci Tata Ruang (RRTR) Kabupaten/Kota,1.03.12.2.01.0007,Penyebarluasan Informasi Penataan Ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),447121,Jumlah publikasi informasi penataan ruang,Publikasi,Tersampaikannya informasi penataan ruang kepada masyarakat,0,,2,2,2,2,2,,,,43660000.0,50000000.0,50000000.0,50000000.0,50000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.01,Penetapan Rencana Tata Ruang Wilayah (RTRW) dan Rencana Rinci Tata Ruang (RRTR) Kabupaten/Kota,1.03.12.2.01.0009,Pelaksanaan Evaluasi dan Konsultasi Evaluasi RTRW Kabupaten/Kota,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),447121,dokumen persyaratan untuk mendapatkan keputusan Gubernur hasil evaluasi,Dokumen,Terpenuhinya dokumen persyaratan untuk mendapatkan keputusan Gubernur hasil evaluasi,0,0,0,0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.0,300000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.01,Penetapan Rencana Tata Ruang Wilayah (RTRW) dan Rencana Rinci Tata Ruang (RRTR) Kabupaten/Kota,1.03.12.2.01.0010,Penetapan RDTR Kabupaten/Kota,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),497599,Jumlah Perkada RDTR Kabupaten/Kota,Dokumen,Tersedianya Perkada RDTR Kabupaten/Kota,1,0,0,1,0,0,0,,,,0.0,85000000.0,0.0,0.0,0.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.02,Koordinasi dan Sinkronisasi Perencanaan Tata Ruang Daerah Kabupaten/Kota,1.03.12.2.02.0008,Peningkatan Peran Masyarakat dalam Penataan Ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),447150,Jumlah Kegiatan Peningkatan pemahaman dan tanggung jawab Masyarakat,Kegiatan,Terlaksananya Peningkatan pemahaman dan tanggung jawabMasyarakat,2,2,9,10,10,10,10,,,,97057000.0,90000000.0,100000000.0,100000000.0,90000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.03,Koordinasi dan Sinkronisasi Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.03.0004,Pelaksanaan Persetujuan Kesesuaian Kegiatan Pemanfaatan Ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603741,Jumlah layanan Persetujuan KKPR sesuai dengan ketentuan waktu yang berlaku,Layanan,Terlayaninya permohonan dokumen Persetujuan KKPR sesuai dengan ketentuan waktu yang berlaku yaitu  20 hari,0,0,400,450,500,550,600,,,,77625000.0,85000000.0,90000000.0,110000000.0,100000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.03,Koordinasi dan Sinkronisasi Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.03.0005,Pelaksanaan Sinkronisasi Program Pemanfaatan Ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603741,Jumlah dokumen sinkronisasi program pemanfaatan ruang,Dokumen,Tersedianya dokumen Sinkronisasi Program Pemanfaatan Ruang,0,0,0,0,1,0,1,,,,0.0,0.0,50000000.0,0.0,60000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.03,Koordinasi dan Sinkronisasi Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.03.0007,Sistem informasi dan komunikasi penataan ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603741,Jumlah sistem informasi dan komunikasi penataan ruang,Sistem Informasi,Tersedia dan terlaksananya pengembangan sistem informasi dan komunikasi penataan ruang,1,1,2,2,2,2,2,,,,79650000.0,85000000.0,100000000.0,105000000.0,85000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.04,Koordinasi dan Sinkronisasi Pengendalian Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.04.0004,Koordinasi Pelaksanaan Penataan Ruang ,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603765,Jumlah Dokumen Koordinasi Pelaksanaan Penataan Ruang,Dokumen,Pelaksanaan Koordinasi Pelaksanaan Penataan Ruang,1,3,0,1,1,1,1,,,,0.0,50000000.0,50000000.0,50000000.0,50000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.04,Koordinasi dan Sinkronisasi Pengendalian Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.04.0006,Pelaksanaan Audit Tata Ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603765,Jumlah kasus indikasi pelanggaran pemanfaatan Ruang,Kasus,Terlaksananya Audit Tata Ruang,0,0,0,5,0,5,0,,,,0.0,50000000.0,0.0,60000000.0,0.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.04,Koordinasi dan Sinkronisasi Pengendalian Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.04.0007,Pengenaan Sanksi Administratif terhadap pelanggaran pemanfaatan ruang dalam RTR,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603765,Jumlah Kasus yang dikenakan sanksi administratif,Kasus,Terlaksananya tahapan kegiatan Pengenaan Sanksi Administratif,1,3,0,5,0,5,0,,,,0.0,50000000.0,0.0,50000000.0,0.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.04,Koordinasi dan Sinkronisasi Pengendalian Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.04.0008,Penilaian Pelaksanaan Kesesuaian Kegiatan Pemanfaatan Ruang dan/atau pernyataan mandiri pelaku UMK,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603765,Dokumen tekstual dan spasial hasil Penilaian Pelaksanaan Kesesuaian Kegiatan Pemanfaatan Ruang,Dokumen,Tersedianya dokumen tekstual dan spasial hasil Penilaian Pelaksanaan Kesesuaian Kegiatan Pemanfaatan Ruang,0,0,1,1,1,1,1,,,,100000000.0,90000000.0,90000000.0,90000000.0,90000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.04,Koordinasi dan Sinkronisasi Pengendalian Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.04.0009,Operasionalisasi Tugas dan Fungsi Forum Penataan Ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603765,Jumlah Laporan  Pelaksanaan Tugas dan Fungsi Forum Penataan Ruang,Laporan,Terlaksananya Tugas dan Fungsi Forum Penataan Ruang,0,0,1,1,1,1,1,,,,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.04,Koordinasi dan Sinkronisasi Pengendalian Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.04.0010,Pengawasan kinerja pemenuhan standar teknis kawasan,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603765,Dokumen hasil Penilaian Kinerja Pemenuhan Standar Teknis Kawasan,Dokumen,Terlaksananya pemenuhan standar teknis kawasan,0,0,0,1,1,1,1,,,,0.0,50000000.0,50000000.0,50000000.0,50000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.12,PROGRAM PENYELENGGARAAN PENATAAN RUANG,1.03.12.2.04,Koordinasi dan Sinkronisasi Pengendalian Pemanfaatan Ruang Daerah Kabupaten/Kota,1.03.12.2.04.0012,Penilaian Perwujudan RTR,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603765,Jumlah dokumen tekstual dan spasial hasil Penilaian Perwujudan RTR,Dokumen,Tersedianya dokumen tekstual dan spasial hasil Penilaian Perwujudan RTR,0,0,1,1,1,1,1,,,,50000000.0,60000000.0,60000000.0,60000000.0,60000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.13,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN TATA RUANG,1.03.13.5.01,Perencanaan Tata Ruang Satuan Ruang Strategis Kasultanan dan Kadipaten,1.03.13.5.01.0005,Perencanaan Program/Kegiatan Urusan Tata Ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),452141,Jumlah Dokumen Perencanaan Program/Kegiatan Urusan Tata Ruang,Dokumen,Terlaksananya Perencanaan Program/Kegiatan Urusan Tata Ruang,7,,1,0,0,0,1,,,,357355000.0,0.0,0.0,0.0,375355000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.13,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN TATA RUANG,1.03.13.5.01,Perencanaan Tata Ruang Satuan Ruang Strategis Kasultanan dan Kadipaten,1.03.13.5.01.0006,Penyebarluasan Informasi Rencana Tata Ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),452142,Laporan Penyebarluasan Informasi Rencana Tata Ruang,Laporan,Terlaksananya Penyebarluasan Informasi Rencana Tata Ruang,0,0,0,1,1,1,1,,,,0.0,75000000.0,75000000.0,75000000.0,75000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.13,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN TATA RUANG,1.03.13.5.01,Perencanaan Tata Ruang Satuan Ruang Strategis Kasultanan dan Kadipaten,1.03.13.5.01.0007,Penyusunan Rencana Tata Bangunan dan Lingkungan Satuan Ruang Strategis Kasultanan dan Kadipaten,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),499144,Jumlah Dokumen RTBL pada Ruang Strategis Kesultanan dan Kadipaten,Dokumen,Tersusunnya Dokumen dan Laporan RTBL pada Ruang Strategis Kesultanan dan Kadipaten,0,0,1,1,2,1,1,,,,360000000.0,225000000.0,450000000.0,225000000.0,225000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.13,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN TATA RUANG,1.03.13.5.01,Perencanaan Tata Ruang Satuan Ruang Strategis Kasultanan dan Kadipaten,1.03.13.5.01.0008,Penyusunan Rencana Rinci Tata Ruang pada Satuan Ruang Strategis Kasultanan dan Kadipaten,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),520908,Jumlah Dokumen Rencana Rinci Tata Ruang pada Satuan Ruang Strategis Kasultanan dan Kadipaten,Dokumen,Tersusunnya Dokumen dan Laporan Rencana Rinci Tata Ruang pada Satuan Ruang Strategis Kasultanan dan Kadipaten,0,0,0,4,2,1,0,,,,0.0,400000000.0,200000000.0,100000000.0,0.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.13,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN TATA RUANG,1.03.13.5.02,Pemanfaatan Ruang Satuan Ruang Strategis Kasultanan dan Kadipaten,1.03.13.5.02.0003,Pemanfaatan Ruang Satuan Ruang Strategis Karst Gunung Sewu,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603649,Jumlah Dokumen Pemanfaatan Ruang Satuan Ruang Strategis Karst Gunung Sewu,Dokumen,Terlaksananya Pemanfaatan Ruang Satuan Ruang Strategis Karst Gunung Sewu,0.00,0.00,0.00,1,1,1,1,,,,0.0,85000000.0,85000000.0,85000000.0,85000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,1.03,URUSAN PEMERINTAHAN BIDANG PEKERJAAN UMUM DAN PENATAAN RUANG ,1.03.13,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN TATA RUANG,1.03.13.5.03,Pengendalian Pemanfaatan Penataan Ruang Satuan Ruang Strategis,1.03.13.5.03.0001,Pengawasan Penyelenggaraan Penataan Ruang,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603668,Jumlah Dokumen Pengawasan Penyelenggaraan Penataan Ruang,Dokumen,Terlaksananya Pengawasan Penyelenggaraan Penataan Ruang,0,0,0,1,1,1,1,,,,0.0,85000000.0,85000000.0,85000000.0,85000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,2.1,URUSAN PEMERINTAHAN BIDANG PERTANAHAN,2.10.04,PROGRAM PENYELESAIAN SENGKETA TANAH GARAPAN,2.10.04.2.01,Penyelesaian Sengketa Tanah Garapan dalam Daerah Kabupaten/Kota,2.10.04.2.01.0004,Mediasi Penyelesaian Kasus Pertanahan dalam 1 (satu) Daerah Kabupaten/Kota,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),456605,Jumlah Berita Acara Hasil Mediasi Penyelesaian Kasus Pertanahan dalam 1 (Satu) Daerah Kabupaten/Kota,Berita Acara,Terlaksananya Mediasi Penyelesaian Kasus Pertanahan dalam 1 (satu) Daerah Kabupaten/Kota,6,6,10,10,10,10,10,,,,40500000.0,35000000.0,35000000.0,40000000.0,35000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,2.1,URUSAN PEMERINTAHAN BIDANG PERTANAHAN,2.10.05,PROGRAM PENYELESAIAN GANTI KERUGIAN DAN SANTUNAN TANAH UNTUK PEMBANGUNAN,2.10.05.2.01,Penyelesaian Masalah Ganti Kerugian dan Santunan Tanah untuk Pembangunan oleh Pemerintah Daerah Kabupaten/Kota,2.10.05.2.01.0002,Koordinasi dan Sinkronisasi Penyelesaian Masalah Ganti Kerugian dan Santunan Tanah untuk Pembangunan oleh Pemerintah Daerah Kabupaten/Kota,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),497648,Jumlah Dokumen Koordinasi dan Sinkronisasi Penyelesaian Masalah Ganti Kerugian dan Santunan Tanah untuk Pembangunan oleh Pemerintah Daerah Kabupaten/Kota,Dokumen,Terlaksananya Koordinasi dan Sinkronisasi Penyelesaian Masalah Ganti Kerugian dan Santunan Tanah untuk Pembangunan oleh Pemerintah Daerah Kabupaten/Kota,4,4,2,4,4,4,4,,,,617305000.0,5067305000.0,1067305000.0,2067305000.0,2067305000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,2.1,URUSAN PEMERINTAHAN BIDANG PERTANAHAN,2.10.10,PROGRAM PENATAGUNAAN TANAH ,2.10.10.2.01,Penggunaan Tanah yang Hamparannya dalam satu Daerah Kabupaten/Kota,2.10.10.2.01.0001,Koordinasi dan Sinkronisasi Perencanaan Penggunaan Tanah,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),497671,Jumlah Laporan Koordinasi dan Sinkronisasi Perencanaan Penggunaan Tanah dalam 1 (Satu) Kabupaten/Kota,Laporan,Terlaksananya Kegiatan Koordinasi dan Sinkronisasi Perencanaan Penggunaan Tanah dalam 1 (Satu) Kabupaten/Kota,2,2,3,3,3,3,3,,,,160000000.0,140000000.0,150000000.0,160000000.0,145000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,2.1,URUSAN PEMERINTAHAN BIDANG PERTANAHAN,2.10.11,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN PERTANAHAN,2.10.11.5.01,Pengelolaan Tanah Kasultanan dan Tanah Kadipaten,2.10.11.5.01.0001,Penatausahaan Tanah Kasultanan dan Tanah Kadipaten,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),497683,"Jumlah Dokumen Penatausahaan Tanah Kasultanan dan Tanah Kadipaten dalam rangka Pengembangan Kebudayaan, Kepentingan Sosial, dan Kesejahteraan Masyarakat",Dokumen,"Terlaksananya Penatausahaan Tanah Kasultanan dan Tanah Kadipaten dalam rangka Pengembangan Kebudayaan, Kepentingan Sosial, dan Kesejahteraan Masyarakat",6,6,7,7,7,7,7,,,,6584626000.0,3481000000.0,3556000000.0,3896000000.0,3620645000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,2.1,URUSAN PEMERINTAHAN BIDANG PERTANAHAN,2.10.11,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN PERTANAHAN,2.10.11.5.01,Pengelolaan Tanah Kasultanan dan Tanah Kadipaten,2.10.11.5.01.0004,"Pengawasan Tanah Kasultanan, Tanah Kadipaten, dan Tanah Desa",2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603513,"Jumlah Dokumen Pengawasan Tanah Kasultanan, Tanah Kadipaten, dan Tanah Desa",Dokumen,"Terlaksananya Kegiatan Pengawasan Tanah Kasultanan, Tanah Kadipaten, dan Tanah Desa",50,50,4,4,4,4,4,,,,348367000.0,210000000.0,160000000.0,150000000.0,150000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,2.1,URUSAN PEMERINTAHAN BIDANG PERTANAHAN,2.10.11,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN PERTANAHAN,2.10.11.5.02,Pemanfaatan Tanah Kasultanan dan Tanah Kadipaten,2.10.11.5.02.0001,Penyiapan Bahan Pertimbangan Teknis Izin Penggunaan Tanah Kasultanan dan Kadipaten,2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),603562,Jumlah Dokumen Pertimbangan Teknis Ijin Penggunaan Tanah Kasultanan dan Kadipaten,Dokumen,Tersedianya Bahan Pertimbangan Teknis Ijin Penggunaan Tanah Kasultanan dan Kadipaten,33,30,30,35,40,45,50,,,,273723000.0,175000000.0,125000000.0,120000000.0,120000000.0,0.0,0.0
3403,KAB. GUNUNGKIDUL,20252029,2.1,URUSAN PEMERINTAHAN BIDANG PERTANAHAN,2.10.11,PROGRAM PENYELENGGARAAN KEISTIMEWAAN YOGYAKARTA URUSAN PERTANAHAN,2.10.11.5.02,Pemanfaatan Tanah Kasultanan dan Tanah Kadipaten,2.10.11.5.02.0002,"Penanganan Keberatan dan Sengketa Pertanahan Tanah Kasultanan, Tanah Kadipaten dan Tanah Desa",2.10.1.03.0.00.01.0000,Dinas Pertanahan dan Tata Ruang (Kundha Niti Mandala Sarta Tata Sasana),497706,"Jumlah Berita Acara Penyelesaian Penanganan Keberatan dan Sengketa Pertanahanan Tanah Kasultanan, Tanah Kadipaten dan Tanah Desa",Berita Acara,"Tertanganinya Keberatan dan Sengketa Pertanahan Tanah Kasultanan, Tanah Kadipaten dan Tanah Desa",14,85,85,45,46,46,46,,,,900219500.0,700000000.0,700000000.0,700000000.0,700000000.0,0.0,0.0
